RowID,BatchID,OPEN DATE,MID,MERCHAN DBA NAME,STATUS EDC,MSO,SOURCE CODE,POS1,WILAYAH,CHANNEL,TYPE MID
1446846,20189,2018-09-13,215319955,ANGKOT OK TRIP 66        ,02,   ,                  ,1,EBK,MBR,EDC
1446847,20189,2018-09-13,215319963,ANGKOT OK TRIP 67        ,02,   ,                  ,1,EBK,MBR,EDC
1446848,20189,2018-09-13,215319971,ANGKOT OK TRIP 68        ,02,   ,                  ,1,EBK,MBR,EDC
1446849,20189,2018-09-13,215319989,ANGKOT OK TRIP 69        ,02,   ,                  ,1,EBK,MBR,EDC
1446787,20189,2018-09-13,215319369,ANGKOT OK TRIP 7         ,02,   ,                  ,1,EBK,MBR,EDC
1446850,20189,2018-09-13,215319997,ANGKOT OK TRIP 70        ,02,   ,                  ,1,EBK,MBR,EDC
1446851,20189,2018-09-13,215320003,ANGKOT OK TRIP 71        ,02,   ,                  ,1,EBK,MBR,EDC
1446213,20189,2018-09-13,215080029,ANGKOT OK TRIP 72        ,02,   ,                  ,1,EBK,MBR,EDC
1446214,20189,2018-09-13,215080037,ANGKOT OK TRIP 73        ,02,   ,                  ,1,EBK,MBR,EDC
1446215,20189,2018-09-13,215080045,ANGKOT OK TRIP 74        ,02,   ,                  ,1,EBK,MBR,EDC
1446216,20189,2018-09-13,215080052,ANGKOT OK TRIP 75        ,02,   ,                  ,1,EBK,MBR,EDC
1446217,20189,2018-09-13,215080060,ANGKOT OK TRIP 76        ,02,   ,                  ,1,EBK,MBR,EDC
1446218,20189,2018-09-13,215080078,ANGKOT OK TRIP 77        ,02,   ,                  ,1,EBK,MBR,EDC
1446219,20189,2018-09-13,215080086,ANGKOT OK TRIP 78        ,02,   ,                  ,1,EBK,MBR,EDC
1446220,20189,2018-09-13,215080094,ANGKOT OK TRIP 79        ,02,   ,                  ,1,EBK,MBR,EDC
1446788,20189,2018-09-13,215319377,ANGKOT OK TRIP 8         ,02,   ,                  ,1,EBK,MBR,EDC
1446221,20189,2018-09-13,215080102,ANGKOT OK TRIP 80        ,02,   ,                  ,1,EBK,MBR,EDC
1446222,20189,2018-09-13,215080110,ANGKOT OK TRIP 81        ,02,   ,                  ,1,EBK,MBR,EDC
1446223,20189,2018-09-13,215080128,ANGKOT OK TRIP 82        ,02,   ,                  ,1,EBK,MBR,EDC
1446224,20189,2018-09-13,215080136,ANGKOT OK TRIP 83        ,02,   ,                  ,1,EBK,MBR,EDC
1446225,20189,2018-09-13,215080144,ANGKOT OK TRIP 84        ,02,   ,                  ,1,EBK,MBR,EDC
1446226,20189,2018-09-13,215080151,ANGKOT OK TRIP 85        ,02,   ,                  ,1,EBK,MBR,EDC
1446227,20189,2018-09-13,215080169,ANGKOT OK TRIP 86        ,02,   ,                  ,1,EBK,MBR,EDC
1446228,20189,2018-09-13,215080177,ANGKOT OK TRIP 87        ,02,   ,                  ,1,EBK,MBR,EDC
1446229,20189,2018-09-13,215080185,ANGKOT OK TRIP 88        ,02,   ,                  ,1,EBK,MBR,EDC
1446230,20189,2018-09-13,215080193,ANGKOT OK TRIP 89        ,02,   ,                  ,1,EBK,MBR,EDC
1446789,20189,2018-09-13,215319385,ANGKOT OK TRIP 9         ,02,   ,                  ,1,EBK,MBR,EDC
1446231,20189,2018-09-13,215080201,ANGKOT OK TRIP 90        ,02,   ,                  ,1,EBK,MBR,EDC
1446232,20189,2018-09-13,215080219,ANGKOT OK TRIP 91        ,02,   ,                  ,1,EBK,MBR,EDC
1446233,20189,2018-09-13,215080227,ANGKOT OK TRIP 92        ,02,   ,                  ,1,EBK,MBR,EDC
1446234,20189,2018-09-13,215080235,ANGKOT OK TRIP 93        ,02,   ,                  ,1,EBK,MBR,EDC
1446235,20189,2018-09-13,215080243,ANGKOT OK TRIP 94        ,02,   ,                  ,1,EBK,MBR,EDC
1446236,20189,2018-09-13,215080250,ANGKOT OK TRIP 95        ,02,   ,                  ,1,EBK,MBR,EDC
1446237,20189,2018-09-13,215080268,ANGKOT OK TRIP 96        ,02,   ,                  ,1,EBK,MBR,EDC
1446238,20189,2018-09-13,215080276,ANGKOT OK TRIP 97        ,02,   ,                  ,1,EBK,MBR,EDC
1446239,20189,2018-09-13,215080284,ANGKOT OK TRIP 98        ,02,   ,                  ,1,EBK,MBR,EDC
1446240,20189,2018-09-13,215080292,ANGKOT OK TRIP 99        ,02,   ,                  ,1,EBK,MBR,EDC
1674290,20186,2018-06-04,205123334,ANGKRINGAN NAKULA SADEWA ,01,   ,B1X2ME300316013ML1,1,WSM,MBR,EDC
1674365,20186,2018-06-28,217121003,ANYBEARY MBL             ,01,   ,U1X2DR040000004TB1,1,WYK,MBR,EDC
1706846,20184,2018-04-25,204161806,APOLOGY.ID MBL           ,01,   ,B1X2MB544193269PG1,1,WBN,MBR,EDC
1789198,20182,2018-02-07,212243885,ASIAN GAMES 2018 CP      ,01,   ,                  ,1,WJK,MBR,EDC
1480757,20188,2018-08-09,210291795,ASIOP APACINTI           ,01,   ,L3Y2RR003984063MR2,1,WJS,MBR,EDC
1477809,20188,2018-08-09,206034001,AYAM GEPREK BANG JO MBL  ,02,   ,U1X2MF183003042PG1,1,WSY,MBR,EDC
1723161,20185,2018-05-03,201138393,AYAM PENYET RIA          ,01,   ,B1X2MA205666006PG1,1,WMD,MBR,EDC
1919887,20183,2018-03-27,204150445,AYAM SI BOR MBL          ,01,   ,B1X2MB554207236PG1,1,WBN,MBR,EDC
1674355,20186,2018-06-07,217118462,B KOOL MBL               ,01,   ,U1X2DR090111227TB1,1,WYK,MBR,EDC
1788190,20182,2018-02-07,204155493,BAKERZIN PVJ MB          ,01,   ,B1Z3RQ000613000MR2,1,EBK,MBR,EDC
1480336,20188,2018-08-09,210081659,BAKMI GM ASIAN PARA GMS  ,01,   ,                  ,1,EBK,MBR,EDC
1480337,20188,2018-08-09,210081667,BAKMI GM ASIAN PARA GMS  ,01,   ,                  ,1,EBK,MBR,EDC
1674342,20186,2018-06-07,217116805,BANYU SUMILIR MBL        ,01,   ,U1X2DR040000004TB1,1,WYK,MBR,EDC
1710591,20184,2018-04-19,210239935,BATA 551-20 MBL          ,02,   ,                  ,1,EBK,MBR,EDC
1726659,20185,2018-05-03,210250999,BATA 554-24 MBL          ,01,   ,B1Y3RR000613120MR ,1,EBK,MBR,EDC
1723420,20185,2018-05-03,205126287,BATA 562-21 MBL          ,01,   ,B1Y3RR000613120MR2,1,EBK,MBR,EDC
1546355,20187,2018-07-19,214326472,BATA 564-07 MBL          ,02,   ,B1Y3RR000613120MR ,1,EBK,MBR,EDC
1723647,20185,2018-05-03,208147256,BATA 571-32 MBL          ,01,   ,B1Y3RR000613120MR2,1,EBK,MBR,EDC
1723339,20185,2018-05-03,204032239,BATA 572-08 MBL          ,01,   ,B1Y3RR000613120MR ,1,EBK,MBR,EDC
1723525,20185,2018-05-03,207105032,BATA 581-07 MBL          ,01,   ,B1Y3RR000613120MR2,1,EBK,MBR,EDC
1919947,20183,2018-03-06,209020308,BATA 592-29 MBL          ,02,   ,B1Y3RR000613120MR ,1,EBK,MBR,EDC
1674310,20186,2018-06-28,211098033,BATIK TUBO 2 MBL         ,02,   ,B1X2MJ091736018PG1,1,WMO,MBR,EDC
1543455,20187,2018-07-19,210284618,BAZAAR 361 MDS ARTHGDG   ,01,   ,                  ,1,EBK,MBR,EDC
1543458,20187,2018-07-19,210284642,BAZAAR 361 MDS ATRIUM    ,01,   ,                  ,1,EBK,MBR,EDC
1543457,20187,2018-07-19,210284634,BAZAAR 361 MDS BLOK M    ,01,   ,                  ,1,EBK,MBR,EDC
1543456,20187,2018-07-19,210284626,BAZAAR 361 MDS CILANDAK  ,01,   ,                  ,1,EBK,MBR,EDC
1723269,20185,2018-05-03,203128756,BAZAAR 361 MDS INT PLMB  ,01,   ,                  ,1,EBK,MBR,EDC
1723270,20185,2018-05-03,203128764,BAZAAR 361 MDS OPI PLMB  ,08,   ,                  ,1,EBK,MBR,EDC
1543459,20187,2018-07-19,210284659,BAZAAR 361 MDS PEJATEN   ,01,   ,                  ,1,EBK,MBR,EDC
1543460,20187,2018-07-19,210284667,BAZAAR 361 MDS PURIMAL   ,01,   ,                  ,1,EBK,MBR,EDC
1480323,20188,2018-08-08,210080032,BAZAAR SARINAH           ,01,   ,                  ,1,WJS,MBR,EDC
1481165,20188,2018-08-09,214327900,BAZAAR TRANSHELLO GRAHA B,02,   ,                  ,1,WJB,MBR,EDC
1723179,20185,2018-05-03,202101911,BAZNAS PROV KEPRI MBL    ,02,   ,U1X2MB281016008PG1,1,WPD,MBR,EDC
1446859,20189,2018-09-04,216077214,BEAUTY STORE PAPUA.MBL   ,02,K96,                  ,1,WPU,MBR,EDC
1706844,20184,2018-04-25,204161228,BERKAH BATTERY MBL       ,01,   ,B1X2MB554207236PG1,1,WBN,MBR,EDC
1726863,20185,2018-05-03,214106411,BHINNEKA.COM-CCM         ,01,   ,U1X1RN001153130000,1,EBK,MBR,EDC
1706850,20184,2018-04-27,204161863,BLIND BOOTLE ID MBL      ,01,0  ,B1X2MB544193019PG1,1,WBN,MBR,EDC
1546377,20187,2018-07-03,215302191,BLUE CUP MBL             ,01,   ,                  ,1,WJY,MBR,EDC
1674369,20186,2018-06-28,217121367,BMT BNGN RKYT SJHTRA MB  ,01,   ,U1X1MR011120004PG1,1,WYK,MBR,EDC
1477825,20188,2018-08-09,206034175,BNI BANGKALAN MBL        ,02,   ,                  ,1,WSY,MBR,EDC
1477816,20188,2018-08-09,206034084,BOG MBL                  ,02,   ,                  ,1,WSY,MBR,EDC
1477804,20188,2018-08-09,206033953,BONERO MBL               ,01,   ,U1X2MF183003042PG1,1,WSY,MBR,EDC
1788187,20182,2018-02-07,204155451,BONIA PVJ BANDUNG MBL    ,01,   ,                  ,1,WBN,MBR,EDC
1706869,20184,2018-04-17,205125255,BRT SEMARANG KORIDOR 6   ,02,   ,                  ,1,EBK,MBR,EDC
1920279,20183,2018-03-29,214139800,BSBA BEJI                ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920231,20183,2018-03-29,210234571,BSBA BINTARO 1           ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920273,20183,2018-03-29,214139743,BSBA BINTARO IX          ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920281,20183,2018-03-29,214139826,BSBA BSD CITY            ,01,   ,U1X1RN003680251000,1,WJB,MBR,EDC
1919908,20183,2018-03-29,204159750,BSBA BUAH BATU           ,02,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920280,20183,2018-03-29,214139818,BSBA CEGER               ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920278,20183,2018-03-29,214139792,BSBA CIPUTAT             ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920274,20183,2018-03-29,214139750,BSBA DEPOK               ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920234,20183,2018-03-29,210234605,BSBA FATMAWATI           ,02,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1919907,20183,2018-03-29,204159743,BSBA FESTIVAL CITY       ,02,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920275,20183,2018-03-29,214139768,BSBA GINTUNG             ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1922743,20183,2018-03-29,215269473,BSBA JATIBENING          ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1922739,20183,2018-03-29,215269432,BSBA KALISARI            ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920233,20183,2018-03-29,210234597,BSBA MAYESTIK            ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920276,20183,2018-03-29,214139776,BSBA PAJAJARAN           ,01,   ,U1X1RN000936251000,1,WJB,MBR,EDC
1920271,20183,2018-03-29,212256432,BSBA PELNI               ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920236,20183,2018-03-29,210234621,BSBA POIN SQUARE         ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1922740,20183,2018-03-29,215269440,BSBA PONDOK GEDE         ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920272,20183,2018-03-29,212256440,BSBA SEASON CITY         ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1922741,20183,2018-03-29,215269457,BSBA STRADA              ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920277,20183,2018-03-29,214139784,BSBA TAMAN CIRENDEU      ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1922742,20183,2018-03-29,215269465,BSBA TAMBUN              ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920235,20183,2018-03-29,210234613,BSBA TEBET               ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1920232,20183,2018-03-29,210234589,BSBA THAMRIN CITY        ,01,   ,L1Y3RR003888022MR2,1,EBK,MBR,EDC
1706860,20184,2018-04-30,204162002,BUEBEDI MBL              ,01,0  ,B1X2MB554207236PG1,1,WBN,MBR,EDC
1706847,20184,2018-04-25,204161830,CAFE ENTREUP MBL         ,01,   ,L1X2MB544193236PG1,1,WBN,MBR,EDC
1674307,20186,2018-06-28,211097993,CENTERSTAGE PHOTOGRAPHY  ,01,   ,B1X2MJ091331018PG1,1,WMO,MBR,EDC
1727908,20185,2018-05-03,217120179,CHATIME GALERIA MALL MBL ,02,   ,U1X1AQ003613000FS1,1,EBK,MBR,EDC
1546261,20187,2018-07-03,212291702,CHATIME MANGGA DUA SQ MBL,02,   ,U1X1AQ003613000FS1,1,EBK,MBR,EDC
1727909,20185,2018-05-03,217120187,CHATIME RITA TEGAL MALL M,02,   ,U1X1AQ003613000FS1,1,EBK,MBR,EDC
1723257,20185,2018-05-03,203128202,CINEMAXX CM PRABUMULIH   ,01,   ,                  ,1,EBK,MBR,EDC
1723516,20185,2018-05-03,207104605,CINEMAXX MALEO TS        ,01,   ,                  ,1,EBK,MBR,EDC
1726935,20185,2018-05-24,214127789,CINEMAXX MAXXBOXX K      ,01,   ,                  ,1,EBK,MBR,EDC
1706813,20184,2018-04-26,202097390,CITY CELL MBL            ,01,B02,U1Y2MB211016008PG1,1,WPD,MBR,EDC
1723162,20185,2018-05-03,201138401,COFFE CROWD              ,01,   ,B1X2MA246169006PG1,1,WMD,MBR,EDC
1482433,20188,2018-08-09,215312323,COLDSTONE SMS BKS        ,02,000,U2Y1RQ003984237MR2,1,WJY,MBR,EDC
1480896,20188,2018-08-09,212300107,CUKAI 1                  ,01,   ,                  ,1,WJK,MBR,EDC
1480897,20188,2018-08-09,212300115,CUKAI 2                  ,02,   ,                  ,1,WJK,MBR,EDC
1480898,20188,2018-08-09,212300123,CUKAI 3                  ,02,   ,                  ,1,WJK,MBR,EDC
1480899,20188,2018-08-09,212300131,CUKAI 4                  ,02,   ,                  ,1,WJK,MBR,EDC
1480900,20188,2018-08-09,212300149,CUKAI 5                  ,01,   ,                  ,1,WJK,MBR,EDC
1480901,20188,2018-08-09,212300156,CUKAI 6                  ,01,   ,                  ,1,WJK,MBR,EDC
1480902,20188,2018-08-09,212300164,CUKAI 7                  ,02,   ,                  ,1,WJK,MBR,EDC
1480903,20188,2018-08-09,212300172,CUKAI 8                  ,01,   ,                  ,1,WJK,MBR,EDC
1706866,20184,2018-04-30,204162093,CUTS N CUPS MBL          ,01,0  ,B1X2MB554207236PG1,1,WBN,MBR,EDC
1543332,20187,2018-07-11,206141517,CV MITRA SUMBER M MBL    ,01,   ,                  ,1,WSY,MBR,EDC
1477811,20188,2018-08-09,206034027,CV USAHA JAYA MBL        ,02,   ,                  ,1,WSY,MBR,EDC
1789215,20182,2018-02-07,212244057,CV. CITRA HANDICRAFT     ,01,   ,B3X2RM001766272000,1,WJK,MBR,EDC
1412163,201810,2018-10-10,216078105,CV. KLABESS MANDIRI PAPUA,02,   ,B1X2MK292098300PR1,1,WPU,MBR,EDC
1412168,201810,2018-10-10,216078154,CV. PASMARAB.MBL         ,02,   ,B1X2MK292098300PR1,1,WPU,MBR,EDC
1482568,20188,2018-08-23,216076943,CV.DEPO MESIN.MBL        ,01,K96,B1X2MK292071268PR1,1,WPU,MBR,EDC
1477812,20188,2018-08-09,206034035,CYBERKING MBL            ,02,   ,                  ,1,WSY,MBR,EDC
1481196,20188,2018-08-09,214329526,D+D 9A01 KOTA WISATA (KWA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481197,20188,2018-08-09,214329534,D+D 9A02 GRAHA RAYA (GRA),02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481198,20188,2018-08-09,214329542,D+D 9A04 VILLA NUSA INDAH,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481199,20188,2018-08-09,214329559,D+D 9A06 BOROBUDUR (BBD) ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480937,20188,2018-08-09,212300636,D+D 9A08 PETA SELATAN (PS,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481200,20188,2018-08-09,214329567,D+D 9A10 BERINGIN (BRN)  ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481202,20188,2018-08-09,214329583,D+D 9A12 ASIA TIC (ASC)  ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481201,20188,2018-08-09,214329575,D+D 9A15 CITRA RAYA (CRA),02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481204,20188,2018-08-09,214329609,D+D 9A22 DANAU KELAPA DUA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481203,20188,2018-08-09,214329591,D+D 9A23 PERMATA REGENCY ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481206,20188,2018-08-09,214329625,D+D 9A24 BINTARO SEKTOR 5,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481205,20188,2018-08-09,214329617,D+D 9A25 PAMULANG PERMAI ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481207,20188,2018-08-09,214329633,D+D 9A29 PORIS INDAH (PSH,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481208,20188,2018-08-09,214329641,D+D 9A30 MELATI RAYA (MIA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481209,20188,2018-08-09,214329658,D+D 9A32 SENTOSA RAYA [SA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481211,20188,2018-08-09,214329674,D+D 9A33 VILLA DAGO [VAO],02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481210,20188,2018-08-09,214329666,D+D 9A34 TAMAN CIBODAS [T,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481212,20188,2018-08-09,214329682,D+D 9A37 BARATA [BRT]    ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480940,20188,2018-08-09,212300669,D+D 9A39 BELIMBING RAYA [,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480938,20188,2018-08-09,212300644,D+D 9A40 TAMAN KOTA [TNA],02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480939,20188,2018-08-09,212300651,D+D 9A41 KAVLING POLRI [K,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481213,20188,2018-08-09,214329690,D+D 9A46 CITRA INDAH [CRH,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481214,20188,2018-08-09,214329708,D+D 9A47 BINONG PERMAI [B,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481215,20188,2018-08-09,214329716,D+D 9A49 VILLA TOMANG BAR,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481216,20188,2018-08-09,214329724,D+D 9A55 DUTA BINTARO [DA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480942,20188,2018-08-09,212300685,D+D 9A58 TAMAN SEMANAN [T,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1480941,20188,2018-08-09,212300677,D+D 9A59 CITRA GARDEN 1 [,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481217,20188,2018-08-09,214329732,D+D 9A61 BOJONEGARA CILEG,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481218,20188,2018-08-09,214329740,D+D 9A62 PONDOK CILEGON I,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481219,20188,2018-08-09,214329757,D+D 9A63 LEGENDA WISATA [,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481220,20188,2018-08-09,214329765,D+D 9A66 AMIN JASUTA [AJT,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481221,20188,2018-08-09,214329773,D+D 9A67 BHAYANGKARA [BKR,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481222,20188,2018-08-09,214329781,D+D 9A68 CANADIAN [CND]  ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481223,20188,2018-08-09,214329799,D+D 9A77 DASANA INDAH [DA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481226,20188,2018-08-09,214329823,D+D 9A78 PONDOK PETIR [PK,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481224,20188,2018-08-09,214329807,D+D 9A79 LOPANG [LPG]    ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481225,20188,2018-08-09,214329815,D+D 9A80 TAMAN CIRUAS [TC,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481227,20188,2018-08-09,214329831,D+D 9A82 KEADILAN [KDN]  ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481229,20188,2018-08-09,214329856,D+D 9A83 GOBEL [GBL]     ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481230,20188,2018-08-09,214329864,D+D 9A85 VILLA PAMULANG [,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481228,20188,2018-08-09,214329849,D+D 9A86 LEGOSO [LGS]    ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481231,20188,2018-08-09,214329872,D+D 9A88 SERUA PERMAI [SP,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481232,20188,2018-08-09,214329880,D+D 9A89 TAMAN ASRI [TNI],02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481233,20188,2018-08-09,214329898,D+D 9A92 PABUARAN [PBN]  ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481234,20188,2018-08-09,214329906,D+D 9A97 WIDYA ASRI [WYI],02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481235,20188,2018-08-09,214329914,D+D 9AA3 H MUCHTAR RAYA [,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481237,20188,2018-08-09,214329930,D+D 9AA5 INPRES LARANGAN ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481236,20188,2018-08-09,214329922,D+D 9AA6 PONDOK BAHAR [PK,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481238,20188,2018-08-09,214329948,D+D 9AA9 EMPU GANDRING (E,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481239,20188,2018-08-09,214329955,D+D 9AB1 BANGBARUNG (BBG),02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481240,20188,2018-08-09,214329963,D+D 9AB6 VILLA TANGERANG ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481241,20188,2018-08-09,214329971,D+D 9AB9 VILLA REGENCY 2 ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481242,20188,2018-08-09,214329989,D+D 9AC5 METLAND TRANSYOG,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481243,20188,2018-08-09,214329997,D+D 9AC6 VILLA BOGOR INDA,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481194,20188,2018-08-09,214329500,D+D 9AD2 BEJI DEPOK [BDK],02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481195,20188,2018-08-09,214329518,D+D 9AD3 DI PANJAITAN [DP,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1482434,20188,2018-08-09,215312349,D+D 9AE6 TELAGA MURNI    ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1482435,20188,2018-08-09,215312356,D+D 9AE7 BINTARA RAYA    ,02,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1481193,20188,2018-08-09,214329492,D+D 9AE8 VILLA MELATI MAS,01,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1482436,20188,2018-08-09,215312364,D+D 9AE9 JATI RADEN      ,01,   ,B1Y3RQ003943614MR2,1,EBK,MBR,EDC
1920284,20183,2018-03-28,214139917,DAPUR SELERA K PATTIMURA ,01,   ,U1X1RN003788120000,1,WJB,MBR,EDC
1706842,20184,2018-04-25,204161202,DR RIBS MBL              ,01,   ,L1X2MB544193269PG1,1,WBN,MBR,EDC
1919892,20183,2018-03-06,204159479,EDC PURCHASE&TOPUP CILEDU,02,   ,L2Y1ND000000000000,1,WBN,MBR,EDC
1756248,20181,2018-01-10,212230056,EDC TEST KAWAN LAMA      ,02,   ,B1Y3RQ003842237MR2,1,EBK,MBR,EDC
1723190,20185,2018-05-03,202102299,ELECTRONIC CITY LV WORLD ,01,   ,                  ,1,EBK,MBR,EDC
1723396,20185,2018-05-03,205125800,ERAFONE 3 SMPG LIMA      ,01,   ,                  ,1,EBK,MBR,EDC
1726847,20185,2018-05-03,212263131,ERAFONE 4 ITC ROXY       ,01,   ,                  ,1,EBK,MBR,EDC
1726992,20185,2018-05-03,215272667,ERAFONE CITYPLAZA        ,01,   ,                  ,1,EBK,MBR,EDC
1546385,20187,2018-07-19,215309162,ERAFONE GADGET FAIR ACC  ,02,   ,                  ,1,EBK,MBR,EDC
1546384,20187,2018-07-19,215309154,ERAFONE GADGET FAIR REG  ,01,   ,                  ,1,EBK,MBR,EDC
1543445,20187,2018-07-16,210284105,ERAFONE LAUNCH HUAWEI    ,01,   ,                  ,1,EBK,MBR,EDC
1480907,20188,2018-08-09,212300305,ERAFONE MALL CIPUTRA     ,01,   ,                  ,1,EBK,MBR,EDC
1727069,20185,2018-05-24,215299462,ERAFONE MB ARION         ,01,   ,                  ,1,EBK,MBR,EDC
1723488,20185,2018-05-03,206144412,ERAFONE MB SUNRISE M     ,08,   ,                  ,1,EBK,MBR,EDC
1788188,20182,2018-02-07,204155477,ERAFONE MEGAFONE SKBM    ,01,   ,                  ,1,EBK,MBR,EDC
1728012,20185,2018-05-03,218114379,ERAFONE MGST BANYUWANGI  ,01,   ,                  ,1,EBK,MBR,EDC
1726897,20185,2018-05-03,214107120,ERAFONE MGSTR CIPUTAT    ,01,   ,B1Y3RQ003888237MR2,1,EBK,MBR,EDC
1723652,20185,2018-05-03,208147512,ERAFONE MGSTR GATSU      ,01,   ,                  ,1,EBK,MBR,EDC
1723258,20185,2018-05-03,203128319,ERAFONE MGSTR KATAMSO    ,01,   ,B1Y3RQ003888237MR2,1,EBK,MBR,EDC
1477517,20188,2018-08-07,204166896,ERAFONE MS CIREBON       ,02,   ,                  ,1,EBK,MBR,EDC
1723180,20185,2018-05-03,202101929,ERAFONE NAGOYA HILL      ,01,   ,                  ,1,EBK,MBR,EDC
